glotto;language name;latitude;longitude;comment;Source;author;title;publication;publisher;school;address;year;edition;entryType;booktitle;editor;link;date of entry;link to source;family;Kinship;Pronouns;ISO;Classification;location;marriage_rule
pado1242;Padoe;-2.61;121.24;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > Interior Bungku-Tolaki > pado1242;;
mori1269;Mori Atas;-2.26;121.03;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > Interior Bungku-Tolaki > mori1269;;
toma1248;Tomadino;-2.56;121.94;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > Interior Bungku-Tolaki > toma1248;;
waru1266;Waru;-3.41;122.06;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > waru1266;;
lalo1239;Lalomerui;-3.47;122.00;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > Waru > lalo1239;;
wiwi1237;Wiwirano;-4.47;121.62;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > Tolaki > wiwi1237;;
aser1237;Asera;-5.06;121.90;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > Tolaki > aser1237;;
kona1243;Konawe;-4.09;122.28;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > Tolaki > kona1243;;
meko1237;Mekongga;-4.04;121.58;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > Tolaki > meko1237;;
laiw1239;Laiwui;-3.63;121.54;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > Tolaki > laiw1239;;
raha1237;Rahambuu;-3.25;121.06;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > raha1237;;
kode1237;Kodeoha;-3.40;120.94;;David E. Mead. 1999. The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia. (Pacific Linguistics: Series D, 91.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xi+188pp.;Mead, David E.;The Bungku-Tolaki Languages of South-Eastern Sulawesi, Indonesia;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;D-91;book;;;;20161209;http://glottolog.org/resource/reference/id/161612;Austronesian;x;;;Austronesian > Malayo-Polynesian > Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Western Bungku-Tolaki > West Coast Bungku-Tolaki > kode1237;;
urav1235;Ura;-18.67;169.08;;Crowley, Terry. 1999. Ura: a disappearing language of Southern Vanuatu. (Pacific Linguistics: Series C, 156.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xiii+226pp.;Crowley, Terry;Ura: a disappearing language of Southern Vanuatu;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;C-156;book;;;;20170105;http://glottolog.org/resource/reference/id/62308;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > Southern Vanuatu > Erromanga > urav1235;;
wath1238;Wathawurrung;-37.69;144.10;;Barry J. Blake, Ian Clark and Sharnthi H. Krishna-Pillay. Wathawurrung: The language of the Geelong-Ballarat Area. IN: Barry Blake. ed. Wathawurrung and the Colac language of southern Victoria. Pacific Linguistics Series C-147. Canberra 1998.;Blake, Barry J. and Clark, Ian and Krishna-Pillay, Sharnthi H.;Wathawurrung: The language of the Geelong-Ballarat Area;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-147;book;;;;20170106;http://glottolog.org/resource/reference/id/301236;Pama-Nyungan;x;;;Pama-Nyungan > Southeastern Pama-Nyungan > Victorian Pama-Nyungan > Kulin-Bunganditj > Kulin > Nuclear Kulin > wath1238;;
deho1238;Dehong;21.78;99.72;;Yongxian Luo. 1999. A dictionary of Dehong, Southwest China. (Pacific Linguistics: Series C, 145.) Canberra: Pacific Linguistics, Australian National University. 298pp.;Luo, Yongxian;A dictionary of Dehong, Southwest China;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1999;C-145;book;;;;20170106;http://glottolog.org/resource/reference/id/43663;Tai-Kadai;x;;;Tai-Kadai > Kam-Tai > Be-Tai > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shan Tai > Northern Shan > Tai N deho1238;;
wamb1258;Wambaya;-17.50;135.68;;Rachel Nordlinger. 1998. A Grammar of Wambaya, Northern Territory (Australia). (Pacific Linguistics: Series C, 140.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xvi+320pp.;Nordlinger, Rachel;A Grammar of Wambaya, Northern Territory (Australia);Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-140;book;;;;20170109;http://glottolog.org/resource/reference/id/96315;Mirndi;x;;;Mirndi > Ngurlun > wamb1258;;
yuga1244;Yugambal (Yugambeh);-27.80;153.08;;Margaret Sharpe. 1998. Dictionary of Yugambeh including Neighbouring Dialects. (Pacific Linguistics: Series C, 139.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xix+223pp. (Research School of Pacific and Asian Studies: The Australian National University: Canberra).;Sharpe, Margaret;Dictionary of Yugambeh including Neighbouring Dialects.;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-139;book;;;;20170109;http://glottolog.org/resource/reference/id/143306;Pama-Nyungan;x;;;Pama-Nyungan > East Queensland Border Pama Nyungan > Yugambalic > Yugambal-Bigambal > yuga1244;;
meke1243a;Mekeo (North-West);-8.24;146.59;;Alan A. Jones. 1998. Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua). (Pacific Linguistics: Series C, 138.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xx+601pp. (Publication of PhD ANU 1994.);Jones, Alan A.;Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua);Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-138;book;;;;20170109;http://glottolog.org/resource/reference/id/31843;Austronesian;x;;;meke1243a: no Classification;;
meke1243b;Mekeo (West);-8.24;146.59;;Alan A. Jones. 1998. Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua). (Pacific Linguistics: Series C, 138.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xx+601pp. (Publication of PhD ANU 1994.);Jones, Alan A.;Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua);Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-138;book;;;;20170109;http://glottolog.org/resource/reference/id/31843;Austronesian;x;;;meke1243b: no Classification;;
meke1243c;Mekeo (North);-8.24;146.59;;Alan A. Jones. 1998. Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua). (Pacific Linguistics: Series C, 138.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xx+601pp. (Publication of PhD ANU 1994.);Jones, Alan A.;Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua);Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-138;book;;;;20170109;http://glottolog.org/resource/reference/id/31843;Austronesian;x;;;meke1243c: no Classification;;
meke1243d;Mekeo (East);-8.24;146.59;;Alan A. Jones. 1998. Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua). (Pacific Linguistics: Series C, 138.) Canberra: Research School of Pacific and Asian Studies, Australian National University. xx+601pp. (Publication of PhD ANU 1994.);Jones, Alan A.;Towards a Lexicogrammar of Mekeo (An Austronesian Language of West Central Papua);Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1998;C-138;book;;;;20170109;http://glottolog.org/resource/reference/id/31843;Austronesian;x;;;meke1243d: no Classification;;
mouk1240;Mouk;-5.71;149.16;;Ross, Malcolm D. (ed.) 1996. Studies in languages of New Britain and New Ireland,: 1:Austronesian languages of the North New Guinea Cluster in Northwestern New Britain. (Pacific Linguistics : Series C, Books, 135.) Canberra: Australian National Univ. ix+392pp.;Ross, Malcolm D.;Studies in languages of New Britain and New Ireland;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1996;C-135;incollection;Pacific Linguistics;Ross, Malcolm D. ;;20170109;http://glottolog.org/resource/reference/id/51042;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Southwest New Britain linkage > Bibling > Mouk-Aria > mouk1240;;
mouk1240a;Aria (Mouk-Aria);-5.71;149.16;;Ross, Malcolm D. (ed.) 1996. Studies in languages of New Britain and New Ireland,: 1:Austronesian languages of the North New Guinea Cluster in Northwestern New Britain. (Pacific Linguistics : Series C, Books, 135.) Canberra: Australian National Univ. ix+392pp.;Ross, Malcolm D.;Studies in languages of New Britain and New Ireland;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1996;C-135;incollection;Pacific Linguistics;Ross, Malcolm D. ;;20170109;http://glottolog.org/resource/reference/id/51042;Austronesian;x;;;mouk1240a: no Classification;;
lamo1244;Lamogai (Mouk-Aria);-5.87;149.32;;Ross, Malcolm D. (ed.) 1996. Studies in languages of New Britain and New Ireland,: 1:Austronesian languages of the North New Guinea Cluster in Northwestern New Britain. (Pacific Linguistics : Series C, Books, 135.) Canberra: Australian National Univ. ix+392pp.;Ross, Malcolm D.;Studies in languages of New Britain and New Ireland;Pacific Linguistics;Canberra: Pacific Linguistics, Australian National University;;Canberra;1996;C-135;incollection;Pacific Linguistics;Ross, Malcolm D. ;;20170110;http://glottolog.org/resource/reference/id/51042;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Southwest New Britain linkage > Bibling > lamo1244;;
nama1266;Nama (Papua New Guinea);-8.66;141.71;;Siegel, Jeff;Siegel, Jeff;-;;;;;no date;;misc;;;;20170119;;Morehead-Wasur;x;;;Morehead-Wasur > Morehead-Maro > Nambu > Nama-Dre > nama1266;Papua;
kwom1262;Kwoma;-4.09;142.66;;Ross Bowden. Kwoma Terminology and Marriage Alliance: The 'Omaha' Problem Revisited. Man New Series, Vol. 18, No. 4 (Dec., 1983), pp. 745-765. & Pacific Linguistics Series C 134.;Bowden, Ross;Kwoma Terminology and Marriage Alliance: The 'Omaha' Problem Revisited;ManNew Series, Vol. 18, No. 4;Canberra: Pacific Linguistics, Australian National University;;;1983;C-134;incollection;Man New Series;;;20170125;;Sepik;x;;;Sepik > Nukuma > kwom1262;;
